price,bedrooms,bathrooms,size_sqft,property_type,location,furnishing,price_category,days_on_market,verified
3650000.0,3.0,3.0,1687.0,Residential For Sale,29 Burj Boulevard Tower 1,YES,Medium,458,True
330000.0,2.0,1.0,352.0,Residential For Sale,Skycourts Tower C,YES,low-economy,477,True
4200000.0,2.0,3.0,1289.0,Residential For Sale,Residences 16,NO,Medium,482,True
9448437.5,2.0,3.0,1937.0,Residential For Sale,Bulgari Resort & Residences,YES,Luxury,493,True
2290000.0,1.0,1.0,739.0,Residential For Sale,Address Residences Zabeel,NO,Medium,531,True
5875000.0,3.0,3.0,1426.0,Residential For Sale,Address Harbour Point Tower 1,NO,Luxury,464,True
7300000.0,3.0,3.0,2096.0,Residential For Sale,Sunrise Bay,YES,Luxury,716,True
540000.0,2.0,1.0,434.0,Residential For Sale,Azizi Star,YES,low-economy,464,True
5400000.0,2.0,4.0,2231.0,Residential For Sale,FIVE Palm Jumeirah,YES,Luxury,592,True
3999900.0,3.0,4.0,1617.0,Residential For Sale,Crest Grande Tower C,NO,Medium,454,True
650000.0,1.0,1.0,437.0,Residential For Sale,Golf Vita A,YES,low-economy,474,True
9448437.5,4.0,5.0,5796.375,Residential For Sale,The Oasis - Palmiera,NO,Luxury,471,False
9448437.5,4.0,4.0,3792.0,Residential For Sale,Mr. C Residences,NO,Luxury,478,True
979000.0,1.0,2.0,858.0,Residential For Sale,Samia Azizi,PARTLY,low-economy,452,True
4290000.0,2.0,3.0,1422.0,Residential For Sale,Jumeirah Living Marina Gate,YES,Medium,485,True
3900000.0,1.0,2.0,1033.0,Residential For Sale,Serenia Residences Building C,NO,Medium,479,True
7999999.0,6.0,7.0,5796.375,Residential For Sale,Masaar Azalea,NO,Luxury,452,False
9448437.5,7.0,3.0,5796.375,Residential For Sale,CAVALLI ESTATES,NO,Luxury,488,True
930000.0,2.0,1.0,340.0,Residential For Sale,Manarat Living,NO,low-economy,455,True
4600000.0,2.0,2.0,1170.0,Residential For Sale,Beach Vista,YES,Medium,482,True
3900000.0,2.0,3.0,1385.0,Residential For Sale,The Cove II Building 10,NO,Medium,493,True
1900000.0,2.0,2.0,1289.0,Residential For Sale,DAMAC Maison The Vogue,YES,Medium,471,True
600000.0,1.0,1.0,484.0,Residential For Sale,Zenith A2 Tower,NO,low-economy,514,True
8600000.0,2.0,2.0,1680.0,Residential For Sale,Ellington Beach House,YES,Luxury,460,True
395000.0,2.0,1.0,414.0,Residential For Sale,Imperial Residence,NO,low-economy,599,True
5500000.0,4.0,5.0,2354.0,Residential For Sale,Crest Grande,NO,Luxury,510,True
4000000.0,6.0,6.0,4644.0,Residential For Sale,Aurum Villas,NO,Medium,456,True
2067000.0,1.0,2.0,909.0,Residential For Sale,Waves Grande,NO,Medium,499,True
1050000.0,1.0,2.0,727.0,Residential For Sale,Binghatti Crescent,NO,Medium,456,True
1850000.0,1.0,2.0,909.0,Residential For Sale,Waves Grande,NO,Medium,538,True
6200000.0,4.0,5.0,2680.0,Residential For Sale,Waves Grande,NO,Luxury,586,True
964748.0,1.0,2.0,804.0,Residential For Sale,KHK 21,NO,low-economy,480,True
3100000.0,2.0,3.0,1086.0,Residential For Sale,Creek Edge Tower 1,NO,Medium,556,True
2300000.0,2.0,3.0,1148.0,Residential For Sale,The Terraces,NO,Medium,457,True
640151.0,2.0,1.0,533.0,Residential For Sale,KHK 21,NO,low-economy,480,True
2550000.0,5.0,6.0,2941.0,Residential For Sale,Desert Style,NO,Medium,543,True
1537861.0,2.0,3.0,1281.0,Residential For Sale,KHK 21,NO,Medium,480,True
449000.0,2.0,1.0,499.0,Residential For Sale,The Crescent Tower C,YES,low-economy,517,True
3260000.0,4.0,5.0,3510.0,Residential For Sale,Al Zahia 4,PARTLY,Medium,459,False
2050000.0,2.0,2.0,995.0,Residential For Sale,Hills Park,NO,Medium,450,True
9448437.5,5.0,6.0,5257.0,Residential For Sale,Villa Amalfi,NO,Luxury,508,True
600000.0,2.0,1.0,388.0,Residential For Sale,Azizi Aura,YES,low-economy,472,True
939000.0,1.0,2.0,731.0,Residential For Sale,Bloom Towers B,PARTLY,low-economy,459,True
1330000.0,2.0,3.0,1429.0,Residential For Sale,Pacific Samoa,YES,Medium,447,False
3800000.0,2.0,3.0,1659.0,Residential For Sale,BLVD Heights Tower 2,NO,Medium,494,True
2100000.0,1.0,1.0,922.0,Residential For Sale,Marina Star,NO,Medium,479,True
9448437.5,4.0,5.0,5796.375,Residential For Sale,Bay Villas,NO,Luxury,458,True
680000.0,2.0,1.0,385.0,Residential For Sale,Marina Diamond 1,YES,low-economy,501,True
3100000.0,2.0,2.0,1100.0,Residential For Sale,17 Icon Bay,NO,Medium,500,True
3250000.0,2.0,2.0,1066.0,Residential For Sale,Burj Crown,YES,Medium,494,True
575000.0,2.0,1.0,407.0,Residential For Sale,Carson C,NO,low-economy,458,True
2000000.0,1.0,2.0,690.0,Residential For Sale,Marina Gate 1,NO,Medium,459,True
1450000.0,2.0,3.0,1044.0,Residential For Sale,Gardenia Livings,NO,Medium,460,True
6200000.0,3.0,4.0,3600.0,Residential For Sale,The Aldea,NO,Luxury,550,True
3250000.0,4.0,5.0,2730.0,Residential For Sale,Venera,PARTLY,Medium,488,False
2835000.0,3.0,4.0,2460.0,Residential For Sale,Venera,PARTLY,Medium,488,False
1750000.0,2.0,2.0,1156.0,Residential For Sale,Al Arta 2,NO,Medium,501,True
2112000.0,2.0,3.0,1624.0,Residential For Sale,Radiant Height,NO,Medium,451,False
1000000.0,2.0,3.0,4210.0,Residential For Sale,Tilal City C,NO,low-economy,460,False
1200000.0,2.0,3.0,4653.0,Residential For Sale,Tilal City D,NO,Medium,460,False
1400000.0,2.0,3.0,5707.0,Residential For Sale,Tilal City D,NO,Medium,459,False
1000000.0,2.0,3.0,4373.0,Residential For Sale,Tilal City C,NO,low-economy,460,False
1300000.0,2.0,3.0,3875.0,Residential For Sale,Tilal City D,NO,Medium,460,False
3200000.0,4.0,5.0,2315.0,Residential For Sale,Mira Oasis 2,NO,Medium,488,True
620000.0,2.0,1.0,380.0,Residential For Sale,Jannat,NO,low-economy,487,True
4722888.0,4.0,5.0,3685.0,Residential For Sale,Avena,NO,Medium,471,False
1575000.0,2.0,3.0,1231.0,Residential For Sale,RA1N Residence,YES,Medium,467,True
2800000.0,1.0,1.0,764.0,Residential For Sale,Beach Isle,YES,Medium,450,True
2200000.0,1.0,2.0,726.0,Residential For Sale,Grove Uptown Views,NO,Medium,460,True
2450000.0,2.0,2.0,1650.0,Residential For Sale,Al Seef Tower 2,NO,Medium,478,True
9448437.5,5.0,6.0,3129.0,Residential For Sale,The Address Sky View Tower 1,YES,Luxury,495,True
1249999.0,1.0,2.0,786.0,Residential For Sale,Bayz by Danube,YES,Medium,506,True
850000.0,2.0,1.0,468.0,Residential For Sale,Bayz by Danube,YES,low-economy,528,True
1400000.0,1.0,2.0,788.0,Residential For Sale,The Autograph,YES,Medium,458,True
9448437.5,4.0,6.0,5796.375,Residential For Sale,Pearl Jumeirah Villas,YES,Luxury,458,True
7000000.0,3.0,4.0,2012.0,Residential For Sale,Vida Residence Downtown,YES,Luxury,460,True
5000000.0,3.0,3.0,2201.0,Residential For Sale,Jasmine Lane,YES,Medium,737,True
9448437.5,5.0,6.0,4802.0,Residential For Sale,Novelia,NO,Luxury,494,True
420000.0,1.0,2.0,742.0,Residential For Sale,S19,NO,low-economy,454,True
6349999.0,4.0,5.0,5796.375,Residential For Sale,Murooj Al Furjan,NO,Luxury,599,False
9000000.0,5.0,5.0,5176.0,Residential For Sale,Calida,NO,Luxury,590,True
450000.0,2.0,1.0,349.0,Residential For Sale,Navitas Hotel and Residences,YES,low-economy,469,True
7200000.0,2.0,3.0,1751.0,Residential For Sale,The Address BLVD Sky Collection,YES,Luxury,559,True
5300000.0,3.0,4.0,2608.0,Residential For Sale,Bay Villas,NO,Luxury,611,True
565000.0,2.0,1.0,498.0,Residential For Sale,Lago Vista C,NO,low-economy,485,True
8690000.0,4.0,3.0,3589.0,Residential For Sale,Golf Grove,YES,Luxury,479,True
750000.0,2.0,1.0,572.0,Residential For Sale,Ansam 4,NO,low-economy,458,True
9448437.5,3.0,4.0,5796.375,Residential For Sale,Legacy,NO,Luxury,492,True
385000.0,1.0,2.0,742.0,Residential For Sale,S07,NO,low-economy,454,True
320000.0,2.0,1.0,470.0,Residential For Sale,S19,YES,low-economy,454,True
474000.0,1.0,2.0,474.0,Residential For Sale,Verdana Residence,NO,low-economy,448,False
1780000.0,1.0,1.0,754.0,Residential For Sale,Residences 14,NO,Medium,503,True
6573000.0,2.0,3.0,2079.0,Residential For Sale,Oceano,NO,Luxury,450,False
6486000.0,3.0,5.0,3351.0,Residential For Sale,Aqua Arc,YES,Luxury,450,False
1975000.0,3.0,4.0,1959.0,Residential For Sale,Orania,PARTLY,Medium,474,True
3799999.0,4.0,3.0,2655.0,Residential For Sale,Joy,PARTLY,Medium,468,True
2250000.0,3.0,4.0,1938.0,Residential For Sale,Victoria Residency,NO,Medium,453,True
2099999.0,2.0,3.0,1300.0,Residential For Sale,Princess Tower,YES,Medium,486,True
850888.0,1.0,1.0,736.0,Residential For Sale,Haya On The Park,NO,low-economy,465,False
1280888.0,2.0,2.0,1027.0,Residential For Sale,Haya On The Park,NO,Medium,465,False
1600000.0,3.0,3.0,1443.0,Residential For Sale,Hayat Boulevard-2B,NO,Medium,495,True
9448437.5,6.0,6.0,4622.0,Residential For Sale,Aseel,NO,Luxury,492,True
3250000.0,2.0,3.0,1556.0,Residential For Sale,Dubai Creek Residence Tower 2 South,YES,Medium,472,True
1000000.0,4.0,3.0,3014.0,Residential For Sale,Al Zaheya Gardens,NO,low-economy,461,False
6350000.0,4.0,5.0,2679.0,Residential For Sale,Waves Grande,NO,Luxury,454,True
3500000.0,1.0,1.0,781.0,Residential For Sale,Address Harbour Point Tower 2,YES,Medium,454,True
2500000.0,5.0,6.0,1895.0,Residential For Sale,Madinat Hind,NO,Medium,464,True
1875000.0,2.0,2.0,1824.0,Residential For Sale,Al Waha Villas,NO,Medium,474,True
1400000.0,1.0,2.0,1135.0,Residential For Sale,Al Badia Hillside Village,NO,Medium,500,True
2500000.0,2.0,2.0,1374.0,Residential For Sale,Al Andalus Tower E,NO,Medium,649,True
3800000.0,1.0,2.0,840.0,Residential For Sale,The Address Residence Fountain Views 1,YES,Medium,485,True
2850000.0,1.0,2.0,789.0,Residential For Sale,Address Harbour Point Tower 2,YES,Medium,485,True
5050000.0,3.0,4.0,2676.0,Residential For Sale,Nad Al Sheba Gardens - Phase 3,NO,Luxury,500,False
930000.0,1.0,2.0,744.0,Residential For Sale,Bloom Heights B,YES,low-economy,485,True
895000.0,1.0,2.0,772.0,Residential For Sale,Pacific Bora Bora,YES,low-economy,461,False
1495400.0,1.0,2.0,730.0,Residential For Sale,VYB,YES,Medium,467,False
580000.0,2.0,1.0,381.0,Residential For Sale,Samana Park Views,NO,low-economy,461,True
1300000.0,2.0,1.0,357.0,Residential For Sale,Studio One,NO,Medium,465,True
1199000.0,2.0,3.0,963.0,Residential For Sale,Binghatti Gate,YES,Medium,478,True
4699999.0,2.0,2.0,1444.0,Residential For Sale,Grand Bleu Tower 1,YES,Medium,457,True
4099999.0,2.0,2.0,1109.0,Residential For Sale,Beach Isle,YES,Medium,457,True
2650000.0,2.0,2.0,1269.0,Residential For Sale,Sobha Creek Vistas Grande,NO,Medium,452,False
2700000.0,2.0,3.0,1632.0,Residential For Sale,Al Andalus Townhouses,NO,Medium,501,True
5095000.0,3.0,3.0,3063.0,Residential For Sale,Regional,NO,Luxury,515,True
6200000.0,4.0,5.0,2679.0,Residential For Sale,Waves Grande,NO,Luxury,468,True
6100000.0,3.0,4.0,3063.0,Residential For Sale,Legacy,NO,Luxury,635,True
3454777.0,3.0,4.0,1643.0,Residential For Sale,Park Views Residences B,PARTLY,Medium,450,False
1060800.0,1.0,1.0,1600.0,Residential For Sale,The Cove Rotana,YES,Medium,511,False
9448437.5,4.0,5.0,5333.0,Residential For Sale,IL Primo,NO,Luxury,464,True
1150000.0,1.0,1.0,471.0,Residential For Sale,Reva Residences,YES,Medium,475,True
2300000.0,3.0,3.0,2700.0,Residential For Sale,The Townhouses at Al Hamra Village,YES,Medium,513,False
1850000.0,1.0,1.0,716.0,Residential For Sale,Breeze Building 2,YES,Medium,563,True
3100000.0,2.0,2.0,1180.0,Residential For Sale,Creek Edge Tower 1,NO,Medium,465,True
9448437.5,3.0,3.0,2396.0,Residential For Sale,Five Luxe JBR,YES,Luxury,478,True
1820000.0,2.0,3.0,1192.0,Residential For Sale,Oakley Square Residences,NO,Medium,467,True
2999999.0,3.0,3.0,2172.0,Residential For Sale,Bliss,NO,Medium,650,True
4100000.0,3.0,3.0,2546.0,Residential For Sale,Al Reem 2,NO,Medium,469,True
1400000.0,1.0,2.0,563.0,Residential For Sale,Aykon City Tower C,NO,Medium,466,True
4300000.0,3.0,3.0,2228.0,Residential For Sale,Maple 1,NO,Medium,502,True
950000.0,1.0,1.0,779.0,Residential For Sale,Al Manara,NO,low-economy,593,True
9448437.5,5.0,7.0,5796.375,Residential For Sale,District One Villas,NO,Luxury,473,False
1200000.0,2.0,1.0,484.0,Residential For Sale,Tower C,YES,Medium,466,True
6799000.0,2.0,3.0,1580.0,Residential For Sale,The Address Residence Fountain Views 3,YES,Luxury,501,True
5221000.0,3.0,2.0,2050.0,Residential For Sale,Burj Daman,NO,Luxury,467,True
2000000.0,2.0,1.0,731.0,Residential For Sale,Golfville,NO,Medium,498,True
330000.0,2.0,1.0,341.0,Residential For Sale,The Lagoons,NO,low-economy,461,False
5000000.0,2.0,2.0,1271.0,Residential For Sale,Grande,NO,Medium,457,True
900000.0,1.0,2.0,869.0,Residential For Sale,Sherena Residence,NO,low-economy,468,True
480000.0,2.0,1.0,484.0,Residential For Sale,Building 38 to Building 107,NO,low-economy,524,True
2400000.0,3.0,4.0,1872.0,Residential For Sale,Nara,NO,Medium,458,True
4900000.0,3.0,4.0,1915.0,Residential For Sale,Residences 11,NO,Medium,467,True
875000.0,1.0,1.0,651.0,Residential For Sale,The Regent,NO,low-economy,460,True
6990000.0,2.0,3.0,1716.0,Residential For Sale,Burj Khalifa,YES,Luxury,461,True
3200000.0,2.0,3.0,1336.0,Residential For Sale,Residences 11,NO,Medium,467,True
1199999.0,1.0,2.0,917.0,Residential For Sale,Sulafa Tower,NO,Medium,468,True
675000.0,2.0,1.0,401.0,Residential For Sale,North 43 Residences,YES,low-economy,460,True
3300000.0,1.0,1.0,741.0,Residential For Sale,Burj Lake Hotel - The Address DownTown,YES,Medium,461,True
1800000.0,1.0,2.0,854.0,Residential For Sale,DAMAC Majestine,YES,Medium,468,True
3200000.0,2.0,3.0,1204.0,Residential For Sale,Residences 14,YES,Medium,465,True
1900000.0,2.0,2.0,1623.0,Residential For Sale,Binghatti Amber,NO,Medium,466,True
600000.0,2.0,1.0,371.0,Residential For Sale,Torino,NO,low-economy,464,True
1050000.0,2.0,2.0,1047.0,Residential For Sale,Binghatti Gems,NO,Medium,468,True
4990000.0,3.0,4.0,2650.0,Residential For Sale,Nad Al Sheba Gardens,NO,Medium,466,True
3778000.0,3.0,4.0,2803.0,Residential For Sale,The Polo Residence,NO,Medium,466,True
750000.0,1.0,1.0,663.0,Residential For Sale,Binghatti Gems,NO,low-economy,468,True
3000000.0,2.0,2.0,1108.0,Residential For Sale,Forte 1,YES,Medium,466,True
3000000.0,2.0,2.0,1231.0,Residential For Sale,Creek Waters,NO,Medium,466,True
2990000.0,2.0,2.0,1082.0,Residential For Sale,Residences 12,YES,Medium,467,True
1540000.0,1.0,2.0,1005.0,Residential For Sale,Oakley Square Residences,NO,Medium,467,True
9448437.5,6.0,5.0,5796.375,Residential For Sale,District One Villas,NO,Luxury,465,True
620000.0,1.0,2.0,643.0,Residential For Sale,The Pulse Residence,NO,low-economy,467,True
2500000.0,1.0,1.0,870.0,Residential For Sale,Burj Daman,NO,Medium,464,True
3200000.0,2.0,2.0,1185.0,Residential For Sale,Residences 6,YES,Medium,465,True
5000000.0,3.0,4.0,1891.0,Residential For Sale,Downtown Views II Tower 1,NO,Medium,496,True
630000.0,2.0,1.0,428.0,Residential For Sale,Vincitore Palacio,YES,low-economy,465,True
9448437.5,5.0,4.0,5796.375,Residential For Sale,Nad Al Sheba 2,NO,Luxury,468,True
2250000.0,1.0,1.0,742.0,Residential For Sale,Downtown Views II Tower 2,NO,Medium,470,True
1950000.0,1.0,1.0,755.0,Residential For Sale,Laurel,NO,Medium,472,True
7000000.0,3.0,3.0,5796.375,Residential For Sale,Legacy,NO,Luxury,461,True
2950000.0,2.0,3.0,1556.0,Residential For Sale,The Links West Tower,YES,Medium,458,True
1440000.0,1.0,1.0,739.0,Residential For Sale,Al Dhafra 1,YES,Medium,521,True
510000.0,2.0,1.0,454.0,Residential For Sale,Giovanni Boutique Suites,YES,low-economy,479,True
2000000.0,2.0,1.0,557.0,Residential For Sale,Kempinski BLVD,YES,Medium,496,True
6200000.0,3.0,4.0,1984.0,Residential For Sale,Canal Front Residence 6,NO,Luxury,502,True
4800000.0,4.0,5.0,3874.0,Residential For Sale,Murooj Al Furjan,NO,Medium,471,True
2800000.0,2.0,3.0,1557.0,Residential For Sale,ATRIA RA,YES,Medium,460,True
1700000.0,2.0,2.0,900.0,Residential For Sale,Vera Residences,YES,Medium,496,True
3267888.0,4.0,5.0,3289.0,Residential For Sale,Venera,PARTLY,Medium,472,False
480000.0,2.0,1.0,510.0,Residential For Sale,Aladdin,NO,low-economy,467,True
5300000.0,2.0,3.0,1625.0,Residential For Sale,Liv Lux,NO,Luxury,531,True
4550000.0,3.0,3.0,1631.0,Residential For Sale,Downtown Views II Tower 2,YES,Medium,467,True
3650000.0,4.0,5.0,3264.0,Residential For Sale,Rivana,NO,Medium,458,True
1500000.0,2.0,3.0,1440.0,Residential For Sale,Mediterranean,NO,Medium,457,True
3050000.0,4.0,5.0,2976.0,Residential For Sale,Nima,NO,Medium,459,True
3150000.0,3.0,4.0,3229.0,Residential For Sale,Rivana,NO,Medium,459,True
8650000.0,5.0,5.0,4947.0,Residential For Sale,Mirador,NO,Luxury,473,True
1100000.0,1.0,2.0,549.0,Residential For Sale,Azizi Fawad Residence,NO,Medium,523,True
1100000.0,2.0,1.0,470.0,Residential For Sale,Chic Tower,NO,Medium,495,True
9448437.5,5.0,5.0,5796.375,Residential For Sale,Legacy,NO,Luxury,528,True
9448437.5,6.0,7.0,5796.375,Residential For Sale,District One Villas,YES,Luxury,499,True
975000.0,2.0,1.0,419.0,Residential For Sale,Chic Tower,NO,low-economy,495,True
9448437.5,2.0,3.0,5796.375,Residential For Sale,The Palm Crown,NO,Luxury,459,False
1550000.0,5.0,7.0,3014.0,Residential For Sale,Al Bahia Hills,NO,Medium,468,False
6250000.0,2.0,3.0,1383.0,Residential For Sale,DIFC Living,NO,Luxury,471,True
1600000.0,5.0,7.0,3014.0,Residential For Sale,Al Yasmeen 1,NO,Medium,468,False
3100000.0,1.0,2.0,748.0,Residential For Sale,DIFC Living,NO,Medium,471,True
2100000.0,1.0,1.0,870.0,Residential For Sale,Amna,YES,Medium,460,True
2200000.0,1.0,1.0,974.0,Residential For Sale,Boulevard Central Tower 2,YES,Medium,458,True
2050000.0,1.0,1.0,915.0,Residential For Sale,South Ridge 1,NO,Medium,713,True
565000.0,2.0,1.0,501.0,Residential For Sale,Golf Panorama A,NO,low-economy,475,True
2350000.0,3.0,4.0,2149.0,Residential For Sale,Maha Townhouses,NO,Medium,458,True
4500000.0,5.0,5.0,4271.0,Residential For Sale,South Bay 3,NO,Medium,475,True
4321000.0,3.0,5.0,2980.0,Residential For Sale,23 Marina,YES,Medium,458,True
1150000.0,1.0,2.0,728.0,Residential For Sale,Lake City Tower,YES,Medium,460,True
2350000.0,3.0,4.0,2111.0,Residential For Sale,Maha Townhouses,NO,Medium,458,True
3060000.0,2.0,3.0,1419.0,Residential For Sale,Sadaf 6,YES,Medium,478,True
2450000.0,2.0,3.0,1385.0,Residential For Sale,O10,YES,Medium,520,True
9448437.5,5.0,5.0,5796.375,Residential For Sale,Savannah 1,NO,Luxury,489,True
3400000.0,4.0,5.0,2438.0,Residential For Sale,The Pulse Villas,NO,Medium,474,True
3000000.0,1.0,2.0,1103.0,Residential For Sale,Burj Khalifa,NO,Medium,472,True
3950000.0,4.0,5.0,3126.0,Residential For Sale,Bliss,NO,Medium,492,True
2200000.0,3.0,3.0,2300.0,Residential For Sale,Sharjah Sustainable City,PARTLY,Medium,475,False
4200000.0,5.0,6.0,5796.375,Residential For Sale,Sidra Community,YES,Medium,471,True
6500000.0,4.0,5.0,1941.0,Residential For Sale,Ixora,NO,Luxury,472,True
9448437.5,3.0,4.0,2977.0,Residential For Sale,The Grand,NO,Luxury,555,True
670000.0,2.0,1.0,348.0,Residential For Sale,Bali Residences,PARTLY,low-economy,485,False
2300000.0,2.0,2.0,1129.0,Residential For Sale,Creek Crescent,NO,Medium,541,True
9448437.5,2.0,3.0,1539.0,Residential For Sale,Nareel Island,NO,Luxury,450,False
840000.0,2.0,1.0,508.0,Residential For Sale,Oakley Square Residences,NO,low-economy,565,True
1350000.0,1.0,2.0,694.0,Residential For Sale,The Crest,NO,Medium,508,True
9448437.5,5.0,5.0,4401.0,Residential For Sale,Mirador La Coleccion 2,NO,Luxury,458,True
2802000.0,4.0,5.0,2661.0,Residential For Sale,Masaar,PARTLY,Medium,461,False
2195000.0,2.0,3.0,1367.0,Residential For Sale,Al Andalus Tower E,NO,Medium,471,True
1550000.0,1.0,1.0,727.0,Residential For Sale,Club Drive,PARTLY,Medium,454,False
9448437.5,6.0,6.0,5430.0,Residential For Sale,Grand Views,YES,Luxury,499,True
2199999.0,2.0,3.0,1367.0,Residential For Sale,Al Andalus Tower E,YES,Medium,472,True
650000.0,2.0,1.0,415.0,Residential For Sale,Seven City JLT,YES,low-economy,493,True
3500000.0,2.0,3.0,1383.0,Residential For Sale,Stella Maris,NO,Medium,530,True
1580000.0,1.0,2.0,721.0,Residential For Sale,Marina Living,NO,Medium,488,True
1570000.0,5.0,7.0,3650.0,Residential For Sale,Al Yasmeen 1,NO,Medium,448,False
2995000.0,2.0,2.0,1185.0,Residential For Sale,Design Quarter Tower A,NO,Medium,527,True
9448437.5,2.0,3.0,5796.375,Residential For Sale,District One Villas,NO,Luxury,471,True
2300000.0,2.0,3.0,1118.0,Residential For Sale,Sobha Hartland Waves,NO,Medium,488,True
1400000.0,1.0,2.0,1092.0,Residential For Sale,Zazen One,NO,Medium,530,True
1675000.0,1.0,1.0,808.0,Residential For Sale,The Torch,YES,Medium,502,True
7500000.0,4.0,5.0,4016.0,Residential For Sale,Harmony,NO,Luxury,501,True
4399999.0,2.0,3.0,1735.0,Residential For Sale,Marina Residences 6,NO,Medium,513,True
1600000.0,2.0,3.0,1494.0,Residential For Sale,Dickens Circus 2,NO,Medium,496,True
6200000.0,3.0,3.0,1801.0,Residential For Sale,St Regis The Residences,NO,Luxury,524,True
4100000.0,3.0,4.0,4309.0,Residential For Sale,Golf Links,NO,Medium,452,True
550000.0,2.0,1.0,373.0,Residential For Sale,Azizi Aura,NO,low-economy,668,True
2650000.0,3.0,3.0,1937.0,Residential For Sale,Park Residences 4,NO,Medium,563,True
1850000.0,1.0,2.0,733.0,Residential For Sale,Sobha one Tower A,YES,Medium,545,True
1285557.0,2.0,1.0,456.0,Residential For Sale,Ahad Residences,YES,Medium,521,True
1200000.0,2.0,1.0,446.0,Residential For Sale,Aykon City Tower C,YES,Medium,456,True
1200000.0,2.0,3.0,1068.0,Residential For Sale,Azizi Plaza,PARTLY,Medium,489,True
2650000.0,2.0,3.0,1647.0,Residential For Sale,Springs 5,NO,Medium,451,True
294000.0,2.0,1.0,378.0,Residential For Sale,Verdana Residence,NO,low-economy,448,False
3200000.0,1.0,2.0,868.0,Residential For Sale,Marina Gate 1,YES,Medium,453,True
3500000.0,2.0,3.0,1211.0,Residential For Sale,La Sirene Building 3,NO,Medium,447,True
3500000.0,3.0,3.0,1610.0,Residential For Sale,Park Heights 2,NO,Medium,583,True
2900000.0,3.0,4.0,1808.0,Residential For Sale,Haven By Aldar 2,NO,Medium,447,True
3150000.0,4.0,4.0,2880.0,Residential For Sale,Reem Townhouses,NO,Medium,474,True
1225000.0,1.0,1.0,474.0,Residential For Sale,Socio Tower 2,NO,Medium,524,True
3000000.0,2.0,3.0,1429.0,Residential For Sale,1 Residences,NO,Medium,508,True
949999.0,1.0,2.0,732.0,Residential For Sale,Binghatti Azure,NO,low-economy,453,True
680000.0,2.0,2.0,1018.0,Residential For Sale,Al Jawzaa,NO,low-economy,542,True
1095888.0,1.0,1.0,642.0,Residential For Sale,Golf Gate,NO,Medium,482,True
6150000.0,2.0,3.0,1870.0,Residential For Sale,Serenia Living Tower 1,NO,Luxury,520,True
675888.0,2.0,1.0,473.0,Residential For Sale,Artesia C,YES,low-economy,485,True
800000.0,1.0,1.0,572.0,Residential For Sale,Skyz by Danube,NO,low-economy,571,True
1300000.0,2.0,2.0,1009.0,Residential For Sale,Skyz by Danube,NO,Medium,611,True
1150000.0,1.0,1.0,533.0,Residential For Sale,Sobha Creek Vistas Reserve,NO,Medium,492,True
595888.0,1.0,1.0,433.0,Residential For Sale,Golf Vita A,NO,low-economy,485,True
2650000.0,3.0,4.0,1383.0,Residential For Sale,Bliss,NO,Medium,534,True
2500000.0,2.0,2.0,1015.0,Residential For Sale,Al Alka 1,YES,Medium,494,True
3525000.0,4.0,5.0,3353.0,Residential For Sale,Bliss,NO,Medium,524,True
1350000.0,1.0,2.0,902.0,Residential For Sale,Al Andalus Tower B,NO,Medium,465,True
519000.0,2.0,2.0,1172.0,Residential For Sale,AZHA Community,NO,low-economy,478,False
1150000.0,1.0,2.0,698.0,Residential For Sale,Golf Greens 2,NO,Medium,470,True
650000.0,2.0,1.0,467.0,Residential For Sale,Elevate by Prescott,YES,low-economy,458,False
669999.0,2.0,1.0,385.0,Residential For Sale,Seven City JLT,YES,low-economy,477,True
2300000.0,4.0,5.0,2268.0,Residential For Sale,Santorini,NO,Medium,475,False
600000.0,2.0,1.0,523.0,Residential For Sale,FIVE at Jumeirah Village Circle,YES,low-economy,681,True
965070.0,1.0,1.0,536.0,Residential For Sale,Sobha Orbis,YES,low-economy,474,False
2550000.0,1.0,2.0,930.0,Residential For Sale,Boulevard Point,NO,Medium,482,True
1350000.0,2.0,3.0,1173.0,Residential For Sale,Glamz by Danube,YES,Medium,538,True
759000.0,2.0,1.0,415.0,Residential For Sale,Seven City JLT,YES,low-economy,475,True
599000.0,2.0,1.0,493.0,Residential For Sale,Le Grand Chateau A,NO,low-economy,475,True
9448437.5,4.0,5.0,5338.0,Residential For Sale,Cluster 28,NO,Luxury,522,True
1320000.0,3.0,6.0,3014.0,Residential For Sale,Al Yasmeen 1,NO,Medium,459,False
9448437.5,4.0,5.0,5796.375,Residential For Sale,Dorchester Collection Dubai,NO,Luxury,487,True
450000.0,2.0,1.0,411.0,Residential For Sale,Elite Sports Residence 10,YES,low-economy,461,True
9448437.5,4.0,6.0,3841.0,Residential For Sale,Canal Front Residence 2,NO,Luxury,494,True
1200000.0,5.0,7.0,1800.0,Residential For Sale,Al Zaheya Gardens,NO,Medium,456,False
6500000.0,2.0,2.0,1732.0,Residential For Sale,Serenia Living Tower 1,NO,Luxury,496,True
9448437.5,4.0,5.0,4640.0,Residential For Sale,Marina Gate 1,NO,Luxury,454,True
1550000.0,1.0,1.0,668.0,Residential For Sale,Park Ridge Tower C,NO,Medium,453,True
2400000.0,2.0,3.0,1109.0,Residential For Sale,No.9,NO,Medium,527,True
3300000.0,2.0,3.0,1758.0,Residential For Sale,RP Heights,NO,Medium,451,True
